,Código,Categoría,Serie,Fecha Inicio,Fecha Fin,Última Actualización,Frecuencia
13432,CD12729DA,"Movimiento general de navíos (idas y retornos) entre tierra firme y España (1650-1700)		
			  
         - (4 series)



	
			                         
            Ver Anexo",Retornos (de Tierra Firme),1650,1699,24-05-2018,A
13433,CD12730DA,"Movimiento general de navíos (idas y retornos) entre tierra firme y España (1650-1700)		
			  
         - (4 series)



	
			                         
            Ver Anexo",Total de idas y retornos,1650,1699,24-05-2018,A
13434,CD12731DA,"Movimiento general de navíos (idas y retornos) entre tierra firme y España (1650-1700)		
			  
         - (4 series)



	
			                         
            Ver Anexo",Total entre América y España,1650,1699,24-05-2018,A
13435,CD12732DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Vino (arrobas),1650,1699,24-05-2018,A
13436,CD12733DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Aceite (arrobas),1650,1699,24-05-2018,A
13437,CD12734DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Aguardiente (arrobas),1650,1699,24-05-2018,A
13438,CD12735DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Cajas de herraje,1650,1699,24-05-2018,A
13439,CD12736DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Cajas de clavazones,1650,1695,24-05-2018,A
13440,CD12737DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Rejas de arado (pieza),1650,1695,24-05-2018,A
13441,CD12738DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Cera (marquetas),1650,1699,24-05-2018,A
13442,CD12739DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Papel (balones),1650,1699,24-05-2018,A
13443,CD12740DA,"Exportaciones de España con destino hacia tierra firme de diferentes productos entre 1650-1699		
			  
         - (9 series)



	
			                         
            Ver Anexo",Libros (cajas),1650,1695,24-05-2018,A
13444,CD12741DA,"Importaciones de España de diferentes productos que salen de tierra firme entre 1650-1699		
			  
         - (4 series)



	
			                         
            Ver Anexo",Cueros (unidades),1651,1698,24-05-2018,A
13445,CD12742DA,"Importaciones de España de diferentes productos que salen de tierra firme entre 1650-1699		
			  
         - (4 series)



	
			                         
            Ver Anexo",Azúcar (arrobas),1651,1689,24-05-2018,A
13446,CD12743DA,"Importaciones de España de diferentes productos que salen de tierra firme entre 1650-1699		
			  
         - (4 series)



	
			                         
            Ver Anexo",Tabaco (arrobas),1658,1698,24-05-2018,A
13447,CD12744DA,"Importaciones de España de diferentes productos que salen de tierra firme entre 1650-1699		
			  
         - (4 series)



	
			                         
            Ver Anexo",Cacao (arrobas - libras),1651,1698,24-05-2018,A
13448,CD12745DA,"Producción de oro y plata en el Perú, 1531-1600 (en maravedís)		
			  
         - (3 series)



	
			                         
            Ver Anexo",Producción de oro,1531,1600,24-05-2018,A
13449,CD12746DA,"Producción de oro y plata en el Perú, 1531-1600 (en maravedís)		
			  
         - (3 series)



	
			                         
            Ver Anexo",Producción de plata,1531,1600,24-05-2018,A
13450,CD12747DA,"Producción de oro y plata en el Perú, 1531-1600 (en maravedís)		
			  
         - (3 series)



	
			                         
            Ver Anexo",Totales,1531,1600,24-05-2018,A
13451,CD12748DA,"Totales anuales de quintos y derechos de cobos pagados en la Real Caja de Potosí, y el cálculo derivado de la producción minera en el distrito de Potosí entre 1651 a 1700		
			  
         - (2 series)



	
			                         
            Ver Anexo",Total del impuesto (pesos ensayados de 450 maravedís),1651,1700,24-05-2018,A
13452,CD12749DA,"Totales anuales de quintos y derechos de cobos pagados en la Real Caja de Potosí, y el cálculo derivado de la producción minera en el distrito de Potosí entre 1651 a 1700		
			  
         - (2 series)



	
			                         
            Ver Anexo",Producción (marcos de 2380 maravedís),1651,1700,24-05-2018,A
13453,CD12750DA,"Producción de plata en el Cerro Rico de Potosí y en el distrito de Potosí, 1660-1700, en marcos de 2380 maravedís		
			  
         - (4 series)



	
			                         
            Ver Anexo",Potosí,1660,1692,24-05-2018,A
13454,CD12751DA,"Producción de plata en el Cerro Rico de Potosí y en el distrito de Potosí, 1660-1700, en marcos de 2380 maravedís		
			  
         - (4 series)



	
			                         
            Ver Anexo",Distrito,1660,1692,24-05-2018,A
13455,CD12752DA,"Producción de plata en el Cerro Rico de Potosí y en el distrito de Potosí, 1660-1700, en marcos de 2380 maravedís		
			  
         - (4 series)



	
			                         
            Ver Anexo",Total,1660,1692,24-05-2018,A
13456,CD12753DA,"Producción de plata en el Cerro Rico de Potosí y en el distrito de Potosí, 1660-1700, en marcos de 2380 maravedís		
			  
         - (4 series)



	
			                         
            Ver Anexo",Porcentaje del distrito sobre el total,1660,1692,24-05-2018,A
13457,CD12754DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo","Ley de las menas, marcos por quintal",1615,1665,24-05-2018,A
13458,CD12755DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo",Resto del Perú en marcos,1615,1665,24-05-2018,A
13459,CD12756DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo",Potosí en marcos,1615,1665,24-05-2018,A
13460,CD12757DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo",Total,1615,1665,24-05-2018,A
13461,CD12758DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo",Porcentaje del resto del Perú,1615,1665,24-05-2018,A
13462,CD12759DA,"Producción de plata en minas resto del Perú y Potosí, por decenios (1606-1665)		
			  
         - (6 series)



	
			                         
            Ver Anexo",Porcentaje de Potosí,1615,1665,24-05-2018,A
13463,CD12760DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (1),1572,1699,24-05-2018,A
13464,CD12761DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (2),1590,1631,24-05-2018,A
13465,CD12762DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (3),1571,1639,24-05-2018,A
13466,CD12763DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (4),1573,1699,24-05-2018,A
13467,CD12764DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (5),1571,1687,24-05-2018,A
13468,CD12765DA,"Azogue registrado en Huancavelica en los siglos XVI y XVII		
			  
         - (6 series)



	
			                         
            Ver Anexo",Quintales Libras (6),1577,1689,24-05-2018,A
13469,CD12766DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Cuzco,1540,1720,24-05-2018,A
13470,CD12767DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Huamanga,1540,1720,24-05-2018,A
13471,CD12768DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Huánuco,1540,1720,24-05-2018,A
13472,CD12769DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Arequipa,1540,1720,24-05-2018,A
13473,CD12770DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Lima,1540,1720,24-05-2018,A
13474,CD12771DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Trujillo,1540,1720,24-05-2018,A
13475,CD12772DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Chachapoyas,1540,1690,24-05-2018,A
13476,CD12773DA,"Número de encomiendas en el virreinato peruano (Bajo Perú), 1540-1720		
			  
         - (8 series)



	
			                         
            Ver Anexo",Total,1540,1720,24-05-2018,A
13477,PD39528DA,"Inflación		
			  
         - (12 series)",IPC promedio anual (Var.%),1922,2021,29-12-2022,A
13478,PD39529DA,"Inflación		
			  
         - (12 series)",IPC Promedio Alimentos (Var.%),1922,2021,29-12-2022,A
13479,PD39530DA,"Inflación		
			  
         - (12 series)",IPC Promedio Vivienda (Var.%),1922,2021,29-12-2022,A
13480,PD39531DA,"Inflación		
			  
         - (12 series)",IPC Promedio Vestimenta (Var.%),1922,2021,29-12-2022,A
13481,PD39532DA,"Inflación		
			  
         - (12 series)",IPC Promedio Varios (Var.%),1922,2021,29-12-2022,A
13482,PD39533DA,"Inflación		
			  
         - (12 series)",IPC fin de periodo (Var.%),1926,2021,29-12-2022,A
13483,PD39534DA,"Inflación		
			  
         - (12 series)",IPC promedio anual (2009=100),1922,2021,29-12-2022,A
13484,PD39535DA,"Inflación		
			  
         - (12 series)",IPC Promedio Alimentos (2009=100),1922,2021,29-12-2022,A
13485,PD39536DA,"Inflación		
			  
         - (12 series)",IPC Promedio Vivienda (2009=100),1922,2021,29-12-2022,A
13486,PD39537DA,"Inflación		
			  
         - (12 series)",IPC Promedio Vestimenta (2009=100),1922,2021,29-12-2022,A
13487,PD39538DA,"Inflación		
			  
         - (12 series)",IPC Promedio Varios (2009=100),1922,2021,29-12-2022,A
13488,PD39539DA,"Inflación		
			  
         - (12 series)",IPC fin de periodo (2009=100),1925,2021,29-12-2022,A
13489,PD39540DA,"Tipo de cambio		
			  
         - (12 series)",TCRM (2009=100),1922,2021,29-12-2022,A
13490,PD39541DA,"Tipo de cambio		
			  
         - (12 series)",IPE,1922,2021,29-12-2022,A
13491,PD39542DA,"Tipo de cambio		
			  
         - (12 series)",Sol Canasta,1922,2021,29-12-2022,A
13492,PD39543DA,"Tipo de cambio		
			  
         - (12 series)",TCRB (USA),1922,2021,29-12-2022,A
13493,PD39544DA,"Tipo de cambio		
			  
         - (12 series)",TCRB (Canadá),1922,2021,29-12-2022,A
13494,PD39545DA,"Tipo de cambio		
			  
         - (12 series)",TCRB (UK),1922,2021,29-12-2022,A
13495,PD39546DA,"Tipo de cambio		
			  
         - (12 series)",TCN (USA),1922,2021,29-12-2022,A
13496,PD39547DA,"Tipo de cambio		
			  
         - (12 series)",TCN (Canadá),1922,2021,29-12-2022,A
13497,PD39548DA,"Tipo de cambio		
			  
         - (12 series)",TCN (UK),1922,2021,29-12-2022,A
13498,PD39549DA,"Tipo de cambio		
			  
         - (12 series)",IPE (USA),1922,2021,29-12-2022,A
13499,PD39550DA,"Tipo de cambio		
			  
         - (12 series)",IPE (Canadá),1922,2021,29-12-2022,A
13500,PD39551DA,"Tipo de cambio		
			  
         - (12 series)",IPE (UK),1922,2021,29-12-2022,A
13501,PD39552DA,"PBI Sectorial		
			  
         - (22 series)",PBI (Var.%),1922,2021,29-12-2022,A
13502,PD39553DA,"PBI Sectorial		
			  
         - (22 series)",PBI Agropecuario (Var.%),1922,2021,29-12-2022,A
13503,PD39554DA,"PBI Sectorial		
			  
         - (22 series)",PBI Pesca (Var.%),1930,2021,29-12-2022,A
13504,PD39555DA,"PBI Sectorial		
			  
         - (22 series)",PBI Minería e Hidrocarburos (Var.%),1922,2021,29-12-2022,A
13505,PD39556DA,"PBI Sectorial		
			  
         - (22 series)",PBI Manufactura (Var.%),1922,2021,29-12-2022,A
13506,PD39557DA,"PBI Sectorial		
			  
         - (22 series)",PBI Electricidad y Agua (Var.%),1922,2021,29-12-2022,A
13507,PD39558DA,"PBI Sectorial		
			  
         - (22 series)",PBI Construcción (Var.%),1922,2021,29-12-2022,A
13508,PD39559DA,"PBI Sectorial		
			  
         - (22 series)",PBI  Comercio (Var.%),1922,2021,29-12-2022,A
13509,PD39560DA,"PBI Sectorial		
			  
         - (22 series)",PBI  Otros Servicios (Var.%),1922,2021,29-12-2022,A
13510,PD39561DA,"PBI Sectorial		
			  
         - (22 series)",PBI Sectores Primarios  (Var.%),1922,2021,29-12-2022,A
13511,PD39562DA,"PBI Sectorial		
			  
         - (22 series)",PBI Sectores no Primarios  (Var.%),1922,2021,29-12-2022,A
13512,PD39563DA,"PBI Sectorial		
			  
         - (22 series)",PBI (Mill S/ 2007),1922,2021,29-12-2022,A
13513,PD39564DA,"PBI Sectorial		
			  
         - (22 series)",PBI Agropecuario (Mill S/ 2007),1922,2021,29-12-2022,A
13514,PD39565DA,"PBI Sectorial		
			  
         - (22 series)",PBI Pesca (Mill S/ 2007),1929,2021,29-12-2022,A
13515,PD39566DA,"PBI Sectorial		
			  
         - (22 series)",PBI Minería e Hidrocarburos (Mill S/ 2007),1922,2021,29-12-2022,A
13516,PD39567DA,"PBI Sectorial		
			  
         - (22 series)",PBI Manufactura (Mill S/ 2007),1922,2021,29-12-2022,A
13517,PD39568DA,"PBI Sectorial		
			  
         - (22 series)",PBI Electricidad y Agua  (Mill S/ 2007),1922,2021,29-12-2022,A
13518,PD39569DA,"PBI Sectorial		
			  
         - (22 series)",PBI Construcción (Mill S/ 2007),1922,2021,29-12-2022,A
13519,PD39570DA,"PBI Sectorial		
			  
         - (22 series)",PBI Comercio (Mill S/ 2007),1922,2021,29-12-2022,A
13520,PD39571DA,"PBI Sectorial		
			  
         - (22 series)",PBI Servicios (Mill S/ 2007),1922,2021,29-12-2022,A
13521,PD39572DA,"PBI Sectorial		
			  
         - (22 series)",PBI Sectores Primarios (Mill S/ 2007),1922,2021,29-12-2022,A
13522,PD39573DA,"PBI Sectorial		
			  
         - (22 series)",PBI Sectores no Primarios (Mill S/ 2007),1922,2021,29-12-2022,A
13523,PD39574DA,"PBI Gasto		
			  
         - (18 series)",Demanda Interna (Var.%),1922,2021,29-12-2022,A
13524,PD39575DA,"PBI Gasto		
			  
         - (18 series)",Consumo Privado (Var.%),1922,2021,29-12-2022,A
13525,PD39576DA,"PBI Gasto		
			  
         - (18 series)",Consumo Público (Var.%),1922,2021,29-12-2022,A
13526,PD39577DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Interna (Var.%),1922,2021,29-12-2022,A
13527,PD39578DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija (Var.%),1922,2021,29-12-2022,A
13528,PD39579DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija - Privada (Var.%),1951,2021,29-12-2022,A
13529,PD39580DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija - Pública (Var.%),1951,2021,29-12-2022,A
13530,PD39581DA,"PBI Gasto		
			  
         - (18 series)",Exportaciones de bienes y servicios (Var.%),1922,2021,29-12-2022,A
13531,PD39582DA,"PBI Gasto		
			  
         - (18 series)",Importaciones de bienes y servicios (Var.%),1922,2021,29-12-2022,A
13532,PD39583DA,"PBI Gasto		
			  
         - (18 series)",Demanda Interna (Mill S/ 2007),1922,2021,29-12-2022,A
13533,PD39584DA,"PBI Gasto		
			  
         - (18 series)",Consumo Privado (Mill S/ 2007),1922,2021,29-12-2022,A
13534,PD39585DA,"PBI Gasto		
			  
         - (18 series)",Consumo Público (Mill S/ 2007),1922,2021,29-12-2022,A
13535,PD39586DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Interna (Mill S/ 2007),1922,2021,29-12-2022,A
13536,PD39587DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija (Mill S/ 2007),1922,2021,29-12-2022,A
13537,PD39588DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija - Privada (Mill S/ 2007),1950,2021,29-12-2022,A
13538,PD39589DA,"PBI Gasto		
			  
         - (18 series)",Inversión Bruta Fija - Pública (Mill S/ 2007),1950,2021,29-12-2022,A
13539,PD39590DA,"PBI Gasto		
			  
         - (18 series)",Exportaciones de bienes y servicios (Mill S/ 2007),1922,2021,29-12-2022,A
13540,PD39591DA,"PBI Gasto		
			  
         - (18 series)",Importaciones de bienes y servicios (Mill S/ 2007),1922,2021,29-12-2022,A
13541,PD39592DA,"PBI y demografía		
			  
         - (8 series)",PBI Nominal (Mill US$),1922,2021,29-12-2022,A
13542,PD39593DA,"PBI y demografía		
			  
         - (8 series)",PBI Nominal (Mill S/),1922,2021,29-12-2022,A
13543,PD39594DA,"PBI y demografía		
			  
         - (8 series)",PBI per cápita (S/ por habitante),1922,2021,29-12-2022,A
13544,PD39595DA,"PBI y demografía		
			  
         - (8 series)",PBI per cápita (Var.%),1922,2021,29-12-2022,A
13545,PD39596DA,"PBI y demografía		
			  
         - (8 series)",Población (Miles habitantes),1922,2021,29-12-2022,A
13546,PD39597DA,"PBI y demografía		
			  
         - (8 series)",Población (Var.%),1922,2021,29-12-2022,A
13547,PD39598DA,"PBI y demografía		
			  
         - (8 series)",PEA (Miles Personas),1922,2021,29-12-2022,A
13548,PD39599DA,"PBI y demografía		
			  
         - (8 series)",PEA (Var.%),1922,2021,29-12-2022,A
13549,PD39600DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",RIN (Mill US$),1922,2021,29-12-2022,A
13550,PD39601DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Billetes y Monedas emitidos (Mill S/),1922,2021,29-12-2022,A
13551,PD39602DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Circulante (Mill S/),1922,2021,29-12-2022,A
13552,PD39603DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Emisión primaria (Mill S/),1922,2021,29-12-2022,A
13553,PD39604DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",RIN (Var.%),1923,2021,29-12-2022,A
13554,PD39605DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",RIN (Meses de importaciones) (Meses),1922,2021,29-12-2022,A
13555,PD39606DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Billetes y monedas (%PBI),1922,2021,29-12-2022,A
13556,PD39607DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Circulante (%PBI),1922,2021,29-12-2022,A
13557,PD39608DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Emisión primaria (%PBI),1922,2021,29-12-2022,A
13558,PD39609DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Billetes y monedas (Var.%),1923,2021,29-12-2022,A
13559,PD39610DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Circulante (Var.%),1923,2021,29-12-2022,A
13560,PD39611DA,"Cuentas monetarias del BCRP		
			  
         - (12 series)",Emisión primaria (Var.%),1923,2021,29-12-2022,A
13561,PD39612DA,"Sociedades de depósito		
			  
         - (4 series)",Crédito Sociedades de Depósito (Mill. S/),1965,2021,29-12-2022,A
13562,PD39613DA,"Sociedades de depósito		
			  
         - (4 series)",Liquidez Sociedades de Depósito (Mill. S/),1965,2021,29-12-2022,A
13563,PD39614DA,"Sociedades de depósito		
			  
         - (4 series)",Crédito Sociedades de Depósito (%PBI),1965,2021,29-12-2022,A
13564,PD39615DA,"Sociedades de depósito		
			  
         - (4 series)",Liquidez Sociedades de Depósito (%PBI),1965,2021,29-12-2022,A
13565,PD39616DA,"Empresas bancarias		
			  
         - (33 series)",Colocaciones Empresas Bancarias (Mill. S/),1925,2021,29-12-2022,A
13566,PD39617DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos Empresas Bancarias (Mill. S/),1925,2021,29-12-2022,A
13567,PD39618DA,"Empresas bancarias		
			  
         - (33 series)",Colocaciones Empresas Bancarias (%PBI),1925,2021,29-12-2022,A
13568,PD39619DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos Empresas Bancarias (%PBI),1925,2021,29-12-2022,A
13569,PD39620DA,"Empresas bancarias		
			  
         - (33 series)",Tasa de encaje efectiva para empresas bancarias (%),1923,2021,29-12-2022,A
13570,PD39621DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez Total de las empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13571,PD39622DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez MN de las empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13572,PD39623DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos a la Vista MN en empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13573,PD39624DA,"Empresas bancarias		
			  
         - (33 series)",Cuasidinero MN empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13574,PD39625DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos de Ahorro MN en empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13575,PD39626DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos a Plazo MN en empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13576,PD39627DA,"Empresas bancarias		
			  
         - (33 series)",Cédulas Hipotecarias empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13577,PD39628DA,"Empresas bancarias		
			  
         - (33 series)",Otros Valores MN empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13578,PD39629DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez ME empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13579,PD39630DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez ME empresas bancarias (Mill. US$),1959,2021,29-12-2022,A
13580,PD39631DA,"Empresas bancarias		
			  
         - (33 series)",Crédito Total empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13581,PD39632DA,"Empresas bancarias		
			  
         - (33 series)",Crédito MN empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13582,PD39633DA,"Empresas bancarias		
			  
         - (33 series)",Crédito ME empresas bancarias (Mill. S/),1959,2021,29-12-2022,A
13583,PD39634DA,"Empresas bancarias		
			  
         - (33 series)",Crédito ME empresas bancarias (Mill. US$),1959,2021,29-12-2022,A
13584,PD39635DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez Total de las empresas bancarias (%PBI),1959,2021,29-12-2022,A
13585,PD39636DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez MN de las empresas bancarias (%PBI),1959,2021,29-12-2022,A
13586,PD39637DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos a la Vista MN en empresas bancarias (%PBI),1959,2021,29-12-2022,A
13587,PD39638DA,"Empresas bancarias		
			  
         - (33 series)",Cuasidinero MN empresas bancarias (%PBI),1959,2021,29-12-2022,A
13588,PD39639DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos de Ahorro MN en empresas bancarias (%PBI),1959,2021,29-12-2022,A
13589,PD39640DA,"Empresas bancarias		
			  
         - (33 series)",Depósitos a Plazo MN en empresas bancarias (%PBI),1959,2021,29-12-2022,A
13590,PD39641DA,"Empresas bancarias		
			  
         - (33 series)",Cédulas Hipotecarias empresas bancarias (%PBI),1959,2021,29-12-2022,A
13591,PD39642DA,"Empresas bancarias		
			  
         - (33 series)",Otros Valores MN empresas bancarias (%PBI),1959,2021,29-12-2022,A
13592,PD39643DA,"Empresas bancarias		
			  
         - (33 series)",Liquidez ME empresas bancarias (%PBI),1959,2021,29-12-2022,A
13593,PD39644DA,"Empresas bancarias		
			  
         - (33 series)",Crédito Total empresas bancarias (%PBI),1959,2021,29-12-2022,A
13594,PD39645DA,"Empresas bancarias		
			  
         - (33 series)",Crédito MN empresas bancarias (%PBI),1959,2021,29-12-2022,A
13595,PD39646DA,"Empresas bancarias		
			  
         - (33 series)",Crédito ME empresas bancarias (%PBI),1959,2021,29-12-2022,A
13596,PD39647DA,"Empresas bancarias		
			  
         - (33 series)",Dolarización de la liquidez de empresas bancarias (%),1959,2021,29-12-2022,A
13597,PD39648DA,"Empresas bancarias		
			  
         - (33 series)",Dolarización del crédito de empresas bancarias (%),1959,2021,29-12-2022,A
13598,PD39649DA,"Sistema bancario		
			  
         - (48 series)",Liquidez Total del sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13599,PD39650DA,"Sistema bancario		
			  
         - (48 series)",Liquidez MN del sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13600,PD39651DA,"Sistema bancario		
			  
         - (48 series)",Depósitos a la Vista MN en sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13601,PD39652DA,"Sistema bancario		
			  
         - (48 series)",Cuasidinero MN sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13602,PD39653DA,"Sistema bancario		
			  
         - (48 series)",Depósitos de Ahorro MN en sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13603,PD39654DA,"Sistema bancario		
			  
         - (48 series)",Depósitos a Plazo MN en sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13604,PD39655DA,"Sistema bancario		
			  
         - (48 series)",Cédulas Hipotecarias sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13605,PD39656DA,"Sistema bancario		
			  
         - (48 series)",Otros Valores MN sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13606,PD39657DA,"Sistema bancario		
			  
         - (48 series)",Liquidez ME sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13607,PD39658DA,"Sistema bancario		
			  
         - (48 series)",Liquidez ME sistema bancario (Mill. US$),1959,2021,29-12-2022,A
13608,PD39659DA,"Sistema bancario		
			  
         - (48 series)",Crédito Total sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13609,PD39660DA,"Sistema bancario		
			  
         - (48 series)",Crédito MN sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13610,PD39661DA,"Sistema bancario		
			  
         - (48 series)",Crédito ME sistema bancario (Mill. S/),1959,2021,29-12-2022,A
13611,PD39662DA,"Sistema bancario		
			  
         - (48 series)",Crédito ME sistema bancario (Mill. US$),1959,2021,29-12-2022,A
13612,PD39663DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - Total - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13613,PD39664DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - MN - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13614,PD39665DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - ME - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13615,PD39666DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - ME - Sistema Bancario (Mill. US$),1959,2021,29-12-2022,A
13616,PD39667DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - Total - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13617,PD39668DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - MN - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13618,PD39669DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - ME - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13619,PD39670DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - ME - Sistema Bancario (Mill. US$),1959,2021,29-12-2022,A
13620,PD39671DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - Total - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
